Word,Start Time,End Time,start_time_diff,Speaker_A,Speaker_B,SourceFile,Speaker,Backchannel,Overlap,Turn,Contested,Sent,Turn Start,Turn End,Sentiment,word_count,Time_Boundary
like,82.17098,82.250885,0.2396999999999991,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
a,82.33078,82.49058,0.1598000000000041,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
number,82.49058,82.81018,0.1597999999999899,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
you,82.81018,82.890076,0.3196000000000083,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
wanna,82.890076,83.20967,0.0798959999999908,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
start,83.20967,83.44937,0.3195940000000092,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
with,83.44937,83.60918,0.2396999999999991,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
and,83.84887,83.92877,0.3995000000000033,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
we,83.92877,84.08857,0.0798999999999949,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
could,84.08857,84.24837,0.1598000000000041,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
go,84.24837,84.408165,0.1597999999999899,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
from,84.408165,84.647865,0.1597950000000025,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
there,84.647865,84.887566,0.2396999999999991,0,1,1716396830476-94efdc3a-3f86-41c3-bf7a-fb60f737a28a-cam-audio-1716396831425,B,0,0,4,0,mh yeah is there like a number you wanna start with and we could go from there,75.21973,84.887566,0.0,17,70.56006500000001
i,85.34379,85.50318,19.683210000000003,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
want,85.50318,85.662575,0.1593900000000019,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
to,85.662575,85.98136,0.1593950000000035,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
discuss,85.98136,86.379845,0.3187849999999912,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
the,86.379845,86.879845,0.3984850000000079,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
the,89.40833,89.90833,3.0284850000000034,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
okay,92.51651,92.6759,3.10817999999999,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
won't,94.68371,94.84324,2.167200000000008,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
you,94.84324,95.082535,0.1595299999999895,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
discuss,95.082535,95.24206,0.2392949999999984,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
the,95.24206,95.48135,0.1595250000000021,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
funding,95.48135,95.959946,0.2392900000000111,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
for,95.959946,96.279,0.478595999999996,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
my,96.279,96.518295,0.3190539999999942,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
thread,96.518295,96.677826,0.2392949999999984,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
very,97.236176,97.71477,0.7178810000000055,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
necessary,97.71477,97.95406,0.4785940000000011,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
straightforward,97.95406,98.45406,0.2392899999999969,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
before,98.59218,98.75171,0.6381200000000007,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
rama,98.831474,99.31006,0.239294000000001,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
will,99.31006,99.549355,0.4785859999999928,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
be,99.549355,100.049355,0.2392950000000127,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
what,100.90536,101.06489,1.356004999999996,1,0,1716396830476-6da5a1b9-8cc7-4071-917d-7fe090c4fdb4-cam-audio-1716396836050,A,0,0,5,0,i want to discuss the the okay won't you discuss the funding for my thread very necessary straightforward before rama will be what do you think about it,85.34379,101.86253,0.2916666666666667,28,85.115678
