groupId,playerId,AwarenessMonitoringGrowth_aggregated_normGrowthMindset,AwarenessMonitoringGrowth_aggregated_normSelfAwareness,AwarenessMonitoringGrowth_aggregated_normSelfMonitoring,AwarenessMonitoringGrowth_aggregated_rawGrowthMindset,AwarenessMonitoringGrowth_aggregated_rawSelfAwareness,AwarenessMonitoringGrowth_aggregated_rawSelfMonitoring,AwarenessMonitoringGrowth_raw_canAdjust,AwarenessMonitoringGrowth_raw_emotionalIntuition,AwarenessMonitoringGrowth_raw_fixedIntelligence,AwarenessMonitoringGrowth_raw_goingOnAroundMe,AwarenessMonitoringGrowth_raw_innermostThoughts,AwarenessMonitoringGrowth_raw_onlyLearnNewThings,AwarenessMonitoringGrowth_raw_othersThinkOfMe,AwarenessMonitoringGrowth_raw_tellInappropriate,AwarenessMonitoringGrowth_raw_troubleChanging,AwarenessMonitoringGrowth_time_seconds,CulturalConflictNorms_aggregated_normConflictOpenness,CulturalConflictNorms_aggregated_rawConflictOpenness,CulturalConflictNorms_raw_avoidConflict,CulturalConflictNorms_raw_conflictIsDetrimental,CulturalConflictNorms_raw_differencesAvoided,CulturalConflictNorms_raw_disagreementsEncouraged,CulturalConflictNorms_raw_emotionAccepted,CulturalConflictNorms_raw_openConflict,CulturalConflictNorms_raw_resolveImmediately,CulturalConflictNorms_time_seconds,PostDiscussionGeneral_aggregated_normDiscussionDepth,PostDiscussionGeneral_aggregated_normDiscussionDisagreement,PostDiscussionGeneral_aggregated_normDiscussionEnjoy,PostDiscussionGeneral_aggregated_normDiscussionTension,PostDiscussionGeneral_aggregated_normSelfAnxious,PostDiscussionGeneral_aggregated_normSelfInsight,PostDiscussionGeneral_aggregated_normSelfLearned,PostDiscussionGeneral_aggregated_normSelfSpeakUp,PostDiscussionGeneral_aggregated_normSelfVoice,PostDiscussionGeneral_aggregated_rawDiscussionDepth,PostDiscussionGeneral_aggregated_rawDiscussionDisagreement,PostDiscussionGeneral_aggregated_rawDiscussionEnjoy,PostDiscussionGeneral_aggregated_rawDiscussionTension,PostDiscussionGeneral_aggregated_rawSelfAnxious,PostDiscussionGeneral_aggregated_rawSelfInsight,PostDiscussionGeneral_aggregated_rawSelfLearned,PostDiscussionGeneral_aggregated_rawSelfSpeakUp,PostDiscussionGeneral_aggregated_rawSelfVoice,PostDiscussionGeneral_raw_discussionDepth,PostDiscussionGeneral_raw_discussionDisagreement,PostDiscussionGeneral_raw_discussionEnjoy,PostDiscussionGeneral_raw_discussionTension,PostDiscussionGeneral_raw_selfAnxious,PostDiscussionGeneral_raw_selfInsight,PostDiscussionGeneral_raw_selfLearned,PostDiscussionGeneral_raw_selfSpeakUp,PostDiscussionGeneral_raw_selfVoice,PostDiscussionGeneral_time_seconds,PostDiscussionPerceptionOfOthers_aggregated_normCommon,PostDiscussionPerceptionOfOthers_aggregated_normLiking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_normPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_normPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_normPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_normPolite,PostDiscussionPerceptionOfOthers_aggregated_normSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawCommon,PostDiscussionPerceptionOfOthers_aggregated_rawLiking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerListening,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerReceptiveness,PostDiscussionPerceptionOfOthers_aggregated_rawPartnerTalking,PostDiscussionPerceptionOfOthers_aggregated_rawPolite,PostDiscussionPerceptionOfOthers_aggregated_rawSelfPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_common,PostDiscussionPerceptionOfOthers_raw_defensive,PostDiscussionPerceptionOfOthers_raw_liking,PostDiscussionPerceptionOfOthers_raw_partnerListening,PostDiscussionPerceptionOfOthers_raw_partnerPerspectiveTaking,PostDiscussionPerceptionOfOthers_raw_partnerTalking,PostDiscussionPerceptionOfOthers_raw_polite,PostDiscussionPerceptionOfOthers_raw_selfPerspectiveTaking,PostDiscussionPerceptionOfOthers_time_seconds,TIPI_aggregated_normAgreeableness,TIPI_aggregated_normConscientiousness,TIPI_aggregated_normEmotionalStability,TIPI_aggregated_normExtroversion,TIPI_aggregated_normOpennessToExperience,TIPI_aggregated_rawAgreeableness,TIPI_aggregated_rawConscientiousness,TIPI_aggregated_rawEmotionalStability,TIPI_aggregated_rawExtroversion,TIPI_aggregated_rawOpennessToExperience,TIPI_raw_anxiety,TIPI_raw_calmness,TIPI_raw_carelessness,TIPI_raw_conventionality,TIPI_raw_criticalness,TIPI_raw_dependability,TIPI_raw_extroversion,TIPI_raw_openness,TIPI_raw_quietness,TIPI_raw_sympathy,TIPI_time_seconds,deal_sheet_agreement_binary,deal_sheet_deal_price,deal_sheet_return_fund_binary,deal_sheet_special_terms,deal_sheet_trip_binary,demographics_birth_year,demographics_country_reside,demographics_education_US,demographics_employment_status,demographics_english_spoken,demographics_english_written,demographics_gender,demographics_income_US,demographics_language_primary,demographics_language_primary_expansion,demographics_latin_US,demographics_marital_status,demographics_race_US,game_time_minutes,post_negotiation_conflict_1,post_negotiation_conflict_2,post_negotiation_conflict_3,post_negotiation_conflict_4,post_negotiation_decision_leadership_1,post_negotiation_decision_leadership_2,post_negotiation_goal_similarity,post_negotiation_open_ended_feedback,post_negotiation_viability_1,post_negotiation_viability_2,pre_negotiation_strategy,pre_negotiation_target_price,role
01HYGGX86B72CB5H2KZBPE5ZXV,01HYGGH9CNWKZPVTJZ8Y0MGJCG,0.333,0.667,0.667,3.0,5.0,5.0,5,5,3,5,5,3,5,5,3,41.29,0.571,4.429,5,3,3,5,5,5,5,43.059,1.0,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.5,5.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4,3.0,4.0,4.0,4.0,3.0,41.652,0.5,0.75,1.0,1.0,1.0,0.5,1.0,0.75,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,32.438,0.583,0.833,0.5,0.25,0.417,4.5,6.0,4.0,2.5,3.5,6,6,2,5,3,6,3,4,6,4,54.883,Yes,"200,000",Yes,"10k return fund, 20k towards additional expenses, 60k sabbatical pay; temporary housing on campus for 3 months, part-time for 3 months at regular salary for me to settle back in, mental health resources if needed",Yes,2004.0,United States,3.0,A student,5.0,5.0,female,"$30,000-$39,999",English,,No,Single Never Married,['Asian'],42.81008333333333,7.0,4.0,2.0,2.0,3.0,7.0,7.0,,7.0,7.0,"I'm going to introduce myself, ask first how much they're willing to give, if it's above my target price, I would just go with it. If below, I'll ask them how they came to their numbers, ask if there's things they're wiling to provide me so that it's not going to part of my target price. ",355000,Star Scientist
01HYGGX86B72CB5H2KZBPE5ZXV,01HYGGGSEMWF51K3502PBRHVEA,0.25,0.611,0.792,2.5,4.667,5.75,6,5,2,5,5,3,4,7,3,47.71,0.571,4.429,3,5,2,3,6,5,5,39.322,1.0,0.75,0.5,0.5,0.5,0.25,1.0,1.0,0.5,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0,3,3.0,2.0,5.0,5.0,3.0,39.157,0.5,0.75,1.0,0.5,0.75,0.5,1.0,0.75,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,32.589,0.5,0.333,0.167,0.667,1.0,4.0,3.0,2.0,5.0,7.0,6,2,4,1,6,2,5,7,3,6,40.036,Yes,"$200,000",Yes,"I offered $25,000 for expenses related to her vacation, $10,000 for her return fund, mental health services at the behavioral health center at the university, free lodging on campus in one of the unused dorms for 3 months, and a part-time schedule at full salary for 3 months to help her reacclimate. I realized quickly that I misspoke and went over my budget with $280,000, so I'm probably going to get fired.",Yes,1991.0,United States,4.0,Self-employed,5.0,5.0,male,"$20,000-$29,999",English,,,Single Never Married,['White'],42.81008333333333,7.0,6.0,2.0,2.0,5.0,4.0,6.0,It was fine.,6.0,4.0,"My strategy is to appeal to their sense of loyalty by portraying myself as a friend and colleague, and not as a roadblock to money or benefits.","200,000",Provost
01HYGH2DVHYAPJ9V8YN91C89Q6,01HYGGT6B9Z2AX89BMQY09T68R,0.167,1.0,0.917,2.0,7.0,6.5,7,7,2,7,7,2,7,6,2,52.034,0.286,2.714,5,6,6,3,1,1,1,41.898,0.75,0.75,0.5,0.25,0.75,0.25,0.25,0.5,0.75,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2,4.0,2.0,2.0,3.0,4.0,30.864,1.0,0.25,0.75,0.25,0.25,0.75,0.5,0.75,5.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,32.029,0.417,0.917,0.167,1.0,0.583,3.5,6.5,2.0,7.0,4.5,7,3,2,6,6,7,7,7,1,5,22.863,Yes,"191,000",No,"the trip will take place. in total it is 22 months of sabbatical, 6 months of which are paid at $10,000
the portfolio is $191,000 
we decided that the last month of sabbatical will be spent finding a team of graduate students to work in the lab, to lighten the workload and stress upon return. this month has a stipend of $16,000, which we worked in by adding that to $175,000 for the portfolio",Yes,2004.0,United States,4.0,Employed for wages,5.0,5.0,female,"$100,000-$149,999",English,,Yes,Single Never Married,['White'],41.16425,6.0,5.0,5.0,3.0,5.0,3.0,5.0,"I didn't understand the ""return fund"" as this was not explained.",6.0,3.0,"I will open with a bid of 100k, and offer 4 months of paid sabbatical for 10k a month. Then I will emphasize how much we value them and their contributions and consider their return to the university after the sabbatical of upmost importance. Then, I will negotiate (and probably go up a bit) from there.",170000,Provost
01HYGH2DVHYAPJ9V8YN91C89Q6,01HYGGNYTCF4RNW0CGBEJW0N73,0.75,0.556,0.625,5.5,4.333,4.75,5,5,6,6,5,5,2,6,5,62.666,0.5,4.0,5,5,2,3,5,5,5,38.297,1.0,0.25,0.5,0.75,0.25,0.75,0.75,1.0,0.5,5.0,2.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,4,2.0,4.0,4.0,5.0,3.0,80.406,0.75,0.75,1.0,0.75,0.5,0.5,1.0,0.75,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,5.0,4.0,70.501,0.833,0.833,0.583,0.75,0.833,6.0,6.0,4.5,5.5,6.0,3,4,2,2,1,6,6,6,3,5,34.426,Yes,"191,000",No,they offered that I can hire grad students in my lab to ease mental strain on me after my sabbatical ,Yes,2003.0,United States,4.0,A student,5.0,5.0,female,"$50,000-$74,999",English,,No,Single Never Married,['Asian'],41.16425,6.0,6.0,2.0,2.0,6.0,3.0,6.0,no I understood the survey questions,6.0,6.0,"I will open with $500,000 or $600,000. I will use the fact that I am a high-profile scientist as leverage. If I am unable to achieve my deal, I will try to earn at least $150,000 to pay off the boat to avoid losing 20% of the $100,000 down payment.","400,000",Star Scientist
01HYGHPR1SRR9SAH3M9EMCMS5M,01HYGGHJW1JFEFSBTD9PWQ4437,0.667,0.667,0.625,5.0,5.0,4.75,5,3,4,6,4,6,5,5,2,62.117,0.405,3.429,4,3,4,2,2,2,3,57.394,0.5,0.5,0.5,1.0,0.25,0.25,1.0,1.0,0.5,3.0,3.0,3.0,5.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,5,2.0,2.0,5.0,5.0,3.0,50.926,0.25,0.5,0.75,0.5,0.75,0.25,1.0,0.5,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,38.465,0.417,1.0,0.5,0.25,0.667,3.5,7.0,4.0,2.5,5.0,5,5,1,4,5,7,3,6,6,4,48.98,Yes,"$250,000",No,"We negotiated to buy 50% of this patent portfolio for $125,000 with an 8 month sabbatical in which the first 6 months are funded at $10,000 per month.",Yes,2004.0,United States,4.0,A student,5.0,5.0,female,"$150,000 or more",English,,No,Single Never Married,['White'],30.232266666666664,5.0,4.0,2.0,2.0,2.0,5.0,5.0,All of the survey questions made sense to me.,6.0,2.0,"Go in with an offer of 250k for 100% of the portfolio and the 6 month sabbatical
Reduce percentage with maximum price reduction--> 75% at 150k
Throw in extra time for sabbatical as needed
Go up to the 250k at a percentage --> 50% for 125k and then 75% at 190k
Last resort is offer of $275,000 for 100%","$275,000 100% and the 6 month sabbatical at $10,000 with no more than and extra 3 months",Provost
01HYGHPR1SRR9SAH3M9EMCMS5M,01HYGGQW2Q2ZMYSRSJ5J4CG7QW,0.0,0.611,0.792,1.0,4.667,5.75,6,5,1,7,6,1,1,5,1,66.828,0.857,6.143,1,1,1,6,7,6,5,41.671,0.0,0.5,0.5,0.75,0.0,0.0,0.25,0.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,4,1.0,1.0,2.0,1.0,5.0,211.579,0.0,0.5,1.0,0.75,1.0,0.5,0.75,0.5,1.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,274.06,0.917,0.5,0.917,0.5,0.917,6.5,4.0,6.5,4.0,6.5,1,6,1,1,1,1,6,6,6,6,50.582,Yes,"125,000",No,none,No,1975.0,United States,5.0,Out of work and looking for work,5.0,5.0,male,"$20,000-$29,999",English,,No,Single Never Married,['Black or African-American'],30.232266666666664,4.0,4.0,5.0,1.0,7.0,6.0,5.0,,6.0,4.0,For the  creative ideas or new research ,"355,000",Star Scientist
01HYGGS1A78516RKJ4KPTX2V2G,01HYGGGE6QD2VA4AR1A7HTM1EC,0.167,0.556,0.875,2.0,4.333,6.25,7,6,2,5,5,2,3,6,2,23.411,0.548,4.286,3,3,2,3,3,6,6,31.716,0.75,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.5,4.0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4,2.0,3.0,2.0,4.0,3.0,32.099,0.5,0.75,0.75,0.25,0.5,0.75,0.75,0.75,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,23.454,0.75,0.75,0.833,0.25,0.75,5.5,5.5,6.0,2.5,5.5,2,6,2,3,2,5,3,6,6,5,33.554,Yes,"250,000",Yes,"10,000 to be given to the researcher upon return from sabbatical to help kickstart the next project, as well as assistance applying to grants and finding other funding for future projects
University housing will be offered to the scientist upon return from her sabbatical and will be available to her free of charge as long as she is an active researcher with the university",Yes,2002.0,United States,6.0,Employed for wages,5.0,5.0,male,"$75,000-$99,999",English,,No,Married or Domestic Partnership,"['White', 'Asian']",47.6719,6.0,3.0,2.0,2.0,3.0,5.0,2.0,When I was answering the questions after the negotiation it kept scrolling back to the top of the page by itself when I would answer a question. That's all. ,6.0,7.0,"My opening bid will be 150,000. I am prepared to increase in increments of 25,000, and I hope to be able to land around 225,000. I will tell the scientist that the absolute maximum I can give them is 250,000. After this, I will discuss alternative incentives to staying, such as support for a next patent project or permission for the scientist to work on a project of their choosing after return of their sabbatical. I can also offer to extend the sabbatical, though it will have to be unpaid past 6 months. If, and only if, it is necessary to retain the scientist, I will then offer 275,000. ","225,000",Provost
01HYGGS1A78516RKJ4KPTX2V2G,01HYGGE8V5KWDCSR7XT489N5AG,0.083,0.667,0.583,1.5,5.0,4.5,5,4,1,7,6,2,2,5,4,51.532,0.571,4.429,2,4,4,6,2,6,5,55.634,1.0,1.0,1.0,0.25,0.75,0.75,0.5,1.0,0.75,5.0,5.0,5.0,2.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,2,4.0,4.0,3.0,5.0,4.0,43.427,0.5,1.0,1.0,0.75,0.75,0.5,1.0,0.5,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,34.541,0.75,0.833,0.917,0.75,0.417,5.5,6.0,6.5,5.5,3.5,1,6,2,6,4,6,6,5,3,7,41.707,Yes,"250,000",Yes,"- 21 month sabbatical
- 250K for portfolio
- 60K for six months
- 10K upon return to start work in lab + grants + help finding more funds (return fund)
- Free housing upon return which takes care of return cost
",Yes,2002.0,United States,4.0,A student,5.0,5.0,female,"$40,000-$49,999",English,,No,Single Never Married,['Black or African-American'],47.6719,7.0,7.0,1.0,6.0,6.0,4.0,4.0,,7.0,7.0,"- State achievements over the years
- State why money is needed - for sabbatical.
- State that value will be much worth that $600K over the next couple of years
- State risk of the university losing me if I don't get the money","600,000",Star Scientist
01HYGGTM34608BCV88B31GP8HB,01HYGGD5KMSWG4D8W7R6FAAA68,0.5,0.833,0.917,4.0,6.0,6.5,7,7,3,7,6,5,5,6,2,47.585,0.405,3.429,7,7,2,6,3,5,6,43.83,0.5,0.75,0.5,0.25,0.5,0.25,0.75,0.5,0.75,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,2,3.0,2.0,4.0,3.0,4.0,43.76,0.25,0.5,0.75,0.75,0.5,0.5,0.75,0.5,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,38.471,0.75,0.833,0.5,0.417,0.917,5.5,6.0,4.0,3.5,6.5,4,4,2,2,3,6,4,7,5,6,41.856,No,"250,000",Yes,"I would be given 310k upfront (250k for patents, and 60k for sabbatical salary) , and then I would later on be given 45k when I return to complete the 95k for the return fund. It was unclear if the 45k would be paid out month by month or a full sum at the end of the leave.",Yes,2001.0,Panama,,A student,4.0,5.0,female,,Spanish,,,Single Never Married,,46.352383333333336,6.0,6.0,4.0,4.0,5.0,7.0,5.0,No problem at all,2.0,4.0,"I plan to start opening by asking for 450k, which I'll be using the example of the other scientist selling his patent for 400k. Then I will lower the asking price if needed by negotiating and saying how much I bring to the university.

The University Sabbatical policy provides me at least with 210,000, so realistically I only need additional 145,000 from the provost","360,000",Star Scientist
01HYGGTM34608BCV88B31GP8HB,01HYGGDZT5BNGM7M3JPCF1PYEQ,0.25,0.889,0.333,2.5,6.333,3.0,3,2,3,7,7,2,5,5,6,34.632,0.643,4.857,5,3,2,4,7,6,5,21.397,0.5,1.0,0.5,0.25,0.75,0.5,0.25,0.5,0.25,3.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,5.0,3.0,2,4.0,3.0,2.0,3.0,2.0,35.749,0.5,0.5,0.25,0.0,0.25,0.75,0.25,0.75,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,4.0,32.066,0.417,0.833,0.5,0.25,0.5,3.5,6.0,4.0,2.5,4.0,6,6,2,5,5,6,2,5,5,4,32.309,No,250000,Yes,"Lump sum payment style through the accounting department, possible gift of 35000 upon return at the end of 12 months. ",Yes,1999.0,United States,7.0,Out of work and looking for work,5.0,5.0,male,"$150,000 or more",English,,No,Single Never Married,['White'],46.352383333333336,7.0,7.0,6.0,5.0,7.0,7.0,1.0,Nope. It was easy to understand. ,4.0,5.0,"I plan to open by asking for a 50% buyout at $125000. This will show that I am taking it seriously but not trying to tie them harshly while leaving open negotiations for further price expansion. 
Outside options could include a nicer office or expanding the research budget a bit using what I save in negotiations. ",250000,Provost
01HYGHJYVA9ZD9YC05NH69KAN0,01HYGH19KS0GP817F0XNZMBER0,0.167,0.556,0.75,2.0,4.333,5.5,6,4,2,5,4,2,4,6,2,42.147,0.286,2.714,7,5,4,1,1,2,1,28.788,0.75,0.25,0.75,1.0,0.0,0.75,0.25,1.0,0.75,4.0,2.0,4.0,5.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,5,1.0,4.0,2.0,5.0,4.0,29.182,0.25,1.0,1.0,0.75,1.0,0.5,1.0,0.75,2.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0,5.0,5.0,4.0,3.0,5.0,4.0,22.556,0.917,0.75,0.667,0.917,0.833,6.5,5.5,5.0,6.5,6.0,2,4,2,2,1,5,7,6,2,6,24.775,Yes,"200,000",No,"11K per month for 6 month paid sabbatical 
Then 2-3 months unpaid break ",Yes,2005.0,United States,4.0,A student,5.0,5.0,female,"$150,000 or more",English,,No,Single Never Married,"['White', 'Other']",37.28778333333333,4.0,4.0,1.0,1.0,1.0,7.0,3.0,No,7.0,7.0,"start low offer for IP, offer combo of paid sabbatical and IP, keep inc until set on price",175K,Provost
01HYGHJYVA9ZD9YC05NH69KAN0,01HYGGJN6EM7XH9K8AE9380EFR,0.417,0.611,0.917,3.5,4.667,6.5,6,6,6,7,6,1,1,7,1,62.755,0.333,3.0,7,7,1,1,6,2,5,59.524,1.25,0.5,0.75,0.75,0.5,0.5,0.5,0.75,0.75,6.0,3.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,6.0,3.0,4.0,4,3.0,3.0,3.0,4.0,4.0,87.597,0.75,0.75,1.0,0.75,0.75,0.5,1.0,0.75,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,53.878,1.0,1.0,1.0,0.833,0.667,7.0,7.0,7.0,6.0,5.0,1,7,1,4,1,7,6,6,2,7,65.556,Yes,"200,000",Yes,"Reduce Sailing trip down from 12 months to 10 months.   Six months paid vacation, 11,000 per month.  Thereafter, unpaid time off of approximately 3 months with a flexible return time.",Yes,1970.0,United States,6.0,A student,5.0,5.0,male,"$100,000-$149,999",English,,No,Single Never Married,['White'],37.28778333333333,7.0,7.0,1.0,2.0,4.0,3.0,6.0,No problems with questions. Everything made sense,7.0,7.0,"Remind the provost how valuable you are as a faculty member.  There multiple key projects with great patent potential you are working on with other faculty.  If you leave, these projects will lose their lead","500,000",Star Scientist
01HYGGTWRDB265ZDQV4ZTR126E,01HYGGFQY7MXCNT923TFTZ5V2X,0.5,0.5,0.5,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,35.111,0.5,4.0,4,4,4,4,4,4,4,32.648,1.0,0.75,1.0,1.0,0.0,1.0,0.5,1.0,0.75,5.0,4.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5,1.0,5.0,3.0,5.0,4.0,43.995,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,32.809,0.5,0.667,0.75,0.5,0.583,4.0,5.0,5.5,4.0,4.5,2,5,2,4,4,4,4,5,4,4,38.295,Yes,370000,Yes,wants to sell to the university but other companies can offer a much better deal at least 5 times the price. Is asking if it is possible to earn a percent of commission ,Yes,2004.0,United States,3.0,A student,5.0,5.0,female,,English,,No,Single Never Married,['Asian'],48.79365,6.0,4.0,1.0,1.0,5.0,4.0,7.0,,7.0,7.0,"Open bid: 150000
longer leave time --> paid leave time 
allow faculty to sell the patents that result from their research
helping faculty submit patents and build valuable IP portfolios within academia",250000,Provost
01HYGGTWRDB265ZDQV4ZTR126E,01HYGGD6NFJ2Z8RGPYJQ1GCFRY,0.667,0.833,0.75,5.0,6.0,5.5,4,7,5,6,6,5,6,7,4,53.95,0.857,6.143,2,2,2,7,7,7,4,44.254,0.75,0.75,0.75,0.75,0.5,0.5,0.25,1.0,0.5,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4,3.0,3.0,2.0,5.0,3.0,44.636,0.5,0.5,1.0,0.25,0.5,0.5,1.0,0.75,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,4.0,36.667,0.833,0.833,0.833,0.0,0.75,6.0,6.0,6.0,1.0,5.5,2,6,2,2,2,6,1,5,7,6,44.043,Yes,"$275,000",Yes,"$275,000 was absolute max that the university offered on the patent. Moreover, I will be paid a total salary of $120,000 over two years - totalling my income to $395,000. I can use this to pay for my trip. The university also offered a return / kickstart fund once I am back from the trip.",Yes,1997.0,United States,6.0,A student,5.0,5.0,male,"Less than $10,000",English,,No,Single Never Married,['Asian'],48.79365,7.0,7.0,5.0,1.0,6.0,3.0,3.0,No. The questions were cogent.,6.0,6.0,"Need to sell patents to provost.
Have great impact on university's reputation.
Univ gets money from my research, through tuition of PhD from grants
My PhD students have attracted top researchers to the univs, hence the brand name has improved 
My patents valued more than 400,000, as industry paid the same amount to colleague whose patent was much less valuable than mine - Hence, provost can keep it to earn more money and has to buy it.","450,000",Star Scientist
01HYGGZG176MWMNGRMSEN48N5V,01HYGGQBG9HR64JC48J42XGM63,0.25,0.722,0.75,2.5,5.333,5.5,6,5,2,7,4,3,5,5,2,44.751,0.357,3.143,5,6,5,2,1,5,2,25.118,1.0,0.5,1.0,0.75,0.5,0.5,0.75,0.75,0.75,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,4,3.0,3.0,4.0,4.0,4.0,112.89,0.75,1.0,1.0,0.75,0.5,0.5,1.0,0.75,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,4.0,61.985,0.667,0.75,0.667,0.25,0.75,5.0,5.5,5.0,2.5,5.5,3,5,2,3,4,5,3,6,6,6,24.523,Yes,"275,000",Yes,"Increased pay upon return, 30k increase, the 30k would be frontloaded on the salary upon return, acting like a return fund. Additionally, a sabbatical would be provided but 9 months in the future and the sabbatical would be a length of 12 months.",Yes,2005.0,United States,3.0,,5.0,5.0,male,"$100,000-$149,999",English,,Yes,Single Never Married,"['Asian', 'Other']",45.15538333333333,5.0,3.0,1.0,2.0,3.0,2.0,6.0,All of them made sense! The rules were a tiny bit confusing.,7.0,7.0,Offer 50% of the patent value to the scientist that is allotted from the university. Also offer 6 months of sabbatical to the scientist. Offer a more research focused position upon return of faculty to institution. Provide more funding for research during time at school,"137,500",Provost
01HYGGZG176MWMNGRMSEN48N5V,01HYGGG9VJXQQ8MCBK165YD19J,0.25,0.611,0.708,2.5,4.667,5.25,5,5,3,6,5,2,3,6,3,73.393,0.524,4.143,4,6,3,5,4,6,5,57.061,1.0,0.75,1.0,0.75,0.0,0.5,0.75,1.0,0.75,5.0,4.0,5.0,4.0,1.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4,1.0,3.0,4.0,5.0,4.0,43.65,0.75,0.75,1.0,0.75,0.75,0.5,1.0,0.75,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,83.073,0.5,0.833,0.75,0.5,0.833,4.0,6.0,5.5,4.0,6.0,3,6,2,2,5,6,5,6,5,5,95.559,Yes,"275,000",No,The 9 months at the institute is before the 12 month break/trip. ,Yes,2004.0,United States,4.0,A student,5.0,5.0,female,"$50,000-$74,999",English,,Yes,Single Never Married,['White'],45.15538333333333,6.0,6.0,2.0,3.0,3.0,4.0,6.0,I thought they all made sense for the most part.,7.0,7.0,"I'm a star, I am burned out from years of working and research, propose the sabbatical.   I want at least 300,000 or more. This will cover my expenses for my sabbatical as I find ways to take care of myself. food, clothes, daily living stuff... in the end propose 355000.",355000,Star Scientist
